offerid	clusterid	size	productname	brand	description	id1	id2	id3	price	currency
sdicraft_522	cluster_22563	10	HP 14in ZBook 14u G4 Multi-Touch Custom Mobile Workstation		"This Custom Mobile Workstation combines the HP 14in ZBook 14u G4 Multi-Touch Mobile Workstation with 16GB of 2400 MHz DDR4 RAM in a 2 x 8GB configuration, a 500GB 5400 rpm SATA III 2.5in internal hard drive, and installation services.HP 14in ZBook 14u G4 Multi-Touch Mobile WorkstationThin at 0.87in and weighing 3.61 lb, the 14in ZBook 14u G4 Multi-Touch Mobile Workstation from HP delivers a high level of power and graphics capability in a compact design, allowing users to take workstation-class power with them virtually anywhere. This system is powered by a 2.7 GHz Intel Core i7-7500U Dual-Core processor which allows you to run multiple applications simultaneously. If you need more power, the system can be overclocked to 3.5 GHz using Intel Turbo Boost 2.0 technology. The 8GB of 2133 MHz DDR4 RAM comes in a 1 x 8GB configuration helps to ensure smooth multitasking and also allows the computer to quickly access frequently-used files and programs. Using a 16GB module in each of the two 260-pin SO-DIMM slots, the system's memory can be upgraded to 32GB. The 14in SVA TN eDP display features a Full HD 1920 x 1080 native resolution, LED-backlighting, a 16:9 aspect ratio, 300 cd/m2 brightness, a 300:1 typical contrast ratio, a refresh rate of 60 Hz, 157 ppi, and viewing angles of 45/45/25/35°. The display also features multi-touch functionality, allowing you to utilize the touch gestures and functions in Windows 10 Pro to further improve accessibility and productivity, and is protected by an anti-smudge/fingerprint coating. The AMD FirePro W4190M graphics card has 2GB of discrete GDDR5 memory and delivers a sharp, clear picture. You'll also be able to output video to an external display at resolutions up to 3840 x 2160 using the system's DisplayPort 1.2 and VGA outputs. For long-term storage of your files, this ZBook 14u G4 is equipped with a 256GB NVMe PCIe M.2 TLC SSD, as well as an empty 2.5in / 7mm SATA III drive bay for additional internal storage. If you want to add external storage, optical drives, memory card readers, and more, the ZBook 14u G4 offers one USB 3.0 Type-C port and two USB 3.0 Type-A ports, one of which doubles as a charging port. Gigabit Ethernet and 802.11ac dual-band Wi-Fi are built-in for wired and wireless networking, and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals. So that content from memory cards may be accessed, a built-in SD/SDHC/SDXC card reader supports UHS-II flash media and lets users download content from their digital camera. Other integrated features include a 720p webcam, dual-array microphones, stereo speakers with Bang & Olufsen HD audio, a smart card reader, a SIM module slot, and Near Field Communications (NFC). The ZBook 14u G4 includes a 65W Slim Smart AC adapter that operates using 90-265 VAC at 47-63 Hz and an HP Long Life 3-cell / 51Wh lithium-ion polymer battery that supports HP Fast Charge and can last for up to 10 hours before recharging is required. The installed operating system is Windows 10 Professional (64-bit) and protection is provided by a limited 3-year parts and labor warranty.WD 500GB Blue 5400 rpm SATA III 2.5in Internal Hard DriveAdd 500GB of storage to your system to store and quickly access files such as movies, photos, music, documents, and more with the 500GB Blue 5400 rpm SATA III 2.5in Internal Hard Drive from WD. Designed for use in notebooks and external enclosures, this drive connects to your system's 2.5in / 7mm drive bay using the SATA III 6 Gb/s interface. This 500GB drive also features a rotational speed of 5,400 rpm and a 16MB cache to help ensure uninterrupted data transfers. Additionally, the drive is built with features to help ensure it will have a strong operational life, with 600,000 load/unload cycles, <1 in 1014 non-recoverable read errors per bits read, and NoTouch Ramp Load technology. NoTouch Ramp Load technology helps ensure that the recording head never touches the disk media. The result is less wear to the recording head and media, as well as improved drive protection while in transit. The 500GB Blue 5400 rpm SATA III 2.5in Internal Hard Drive is lightweight and energy efficient, consuming an average of 1.4W during read/write operations. It provides users with free access to WD Acronis True Image and is protected by a limited 2-year warranty.Crucial 8GB DDR4 2400 MHz SO-DIMM Memory ModuleUpgrade the memory in your compatible system using the 8GB DDR4 2400 MHz SO-DIMM Memory Module from Crucial. This single memory module features a capacity of 8GB, a clock speed of 2400 MHz (PC4-19200), a 260-pin SO-DIMM form factor, operates using 1.2V, and has a CAS latency of 17. Additionally, this RAM is not buffered and does not support ECC technology. Adding more memory to your system will help boost its capabilities, including improving system performance and application responsiveness. Start-up times will be improved with fewer delays during routine operations, and more programs will be able to run simultaneously with easier switching between them. This memory is protected by a limited lifetime warranty.Photo Video In-house Memory Installation & Testing ServiceSelect In-house Additional Computer Memory Installation and Testing when you want to do the installation of additional memory - when purchased on the same order of the computer.The Additional Memory Installation and Testing is done by a certified technician in our Computer Service Center, so that it is assured that the original manufacturer's warranty on the computer continues on throughout the warranty period.This item doesn't include software installation. If you also need software installation use item code # BHWEBPCC."		1.91629E+11	HEZB14UG42LT	940.07	EUR
sdicraft_536	cluster_22563	10	HP 14in ZBook 14u G4 Multi-Touch Custom Mobile Workstation		"This Custom Mobile Workstation combines the HP 14in ZBook 14u G4 Multi-Touch Mobile Workstation with 32GB of 2400 MHz DDR4 RAM in a 2 x 16GB configuration and installation services. Please Note: During the building process, certain components from the base machine have been removed. These original components will be included in the box as a courtesy and are not needed for the system to function as intended. The product description above refers only to the parts installed in the final system.HP 14in ZBook 14u G4 Multi-Touch Mobile WorkstationThin at 0.87in and weighing 3.61 lb, the 14in ZBook 14u G4 Multi-Touch Mobile Workstation from HP delivers a high level of power and graphics capability in a compact design, allowing users to take workstation-class power with them virtually anywhere. This system is powered by a 2.7 GHz Intel Core i7-7500U Dual-Core processor which allows you to run multiple applications simultaneously. If you need more power, the system can be overclocked to 3.5 GHz using Intel Turbo Boost 2.0 technology. The 8GB of 2133 MHz DDR4 RAM comes in a 1 x 8GB configuration helps to ensure smooth multitasking and also allows the computer to quickly access frequently-used files and programs. Using a 16GB module in each of the two 260-pin SO-DIMM slots, the system's memory can be upgraded to 32GB. The 14in SVA TN eDP display features a Full HD 1920 x 1080 native resolution, LED-backlighting, a 16:9 aspect ratio, 300 cd/m2 brightness, a 300:1 typical contrast ratio, a refresh rate of 60 Hz, 157 ppi, and viewing angles of 45/45/25/35°. The display also features multi-touch functionality, allowing you to utilize the touch gestures and functions in Windows 10 Pro to further improve accessibility and productivity, and is protected by an anti-smudge/fingerprint coating. The AMD FirePro W4190M graphics card has 2GB of discrete GDDR5 memory and delivers a sharp, clear picture. You'll also be able to output video to an external display at resolutions up to 3840 x 2160 using the system's DisplayPort 1.2 and VGA outputs. For long-term storage of your files, this ZBook 14u G4 is equipped with a 256GB NVMe PCIe M.2 TLC SSD, as well as an empty 2.5in / 7mm SATA III drive bay for additional internal storage. If you want to add external storage, optical drives, memory card readers, and more, the ZBook 14u G4 offers one USB 3.0 Type-C port and two USB 3.0 Type-A ports, one of which doubles as a charging port. Gigabit Ethernet and 802.11ac dual-band Wi-Fi are built-in for wired and wireless networking, and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals. So that content from memory cards may be accessed, a built-in SD/SDHC/SDXC card reader supports UHS-II flash media and lets users download content from their digital camera. Other integrated features include a 720p webcam, dual-array microphones, stereo speakers with Bang & Olufsen HD audio, a smart card reader, a SIM module slot, and Near Field Communications (NFC). The ZBook 14u G4 includes a 65W Slim Smart AC adapter that operates using 90-265 VAC at 47-63 Hz and an HP Long Life 3-cell / 51Wh lithium-ion polymer battery that supports HP Fast Charge and can last for up to 10 hours before recharging is required. The installed operating system is Windows 10 Professional (64-bit) and protection is provided by a limited 3-year parts and labor warranty.Crucial 32GB DDR4 2400 MHz SO-DIMM Memory Kit (2 x 16GB)The 32GB DDR4 2400 MHz SO-DIMM Memory Kit from Crucial comes with two sticks of 16GB RAM chips that are designed for notebooks as well as most NUCs. These memory modules are compatible with systems that have two 260-pin slots and support non-ECC, unbuffered DDR4 memory. Each module features a CAS latency of 17 and a speed of 2400 MHz. With more memory, the computer can better handle demanding applications as well as run multiple programs at the same time. In addition, they operate at 1.2V and offer other energy features to reduce power consumption.Photo Video In-house Memory Installation & Testing ServiceSelect In-house Additional Computer Memory Installation and Testing when you want to do the installation of additional memory - when purchased on the same order of the computer.The Additional Memory Installation and Testing is done by a certified technician in our Computer Service Center, so that it is assured that the original manufacturer's warranty on the computer continues on throughout the warranty period.This item doesn't include software installation. If you also need software installation use item code # BHWEBPCC."		1.91629E+11	HEZB14UG42LI	1058.37	EUR
sdicraft_571	cluster_22208	6	HP 17.3in ZBook 17 G4 Custom Mobile Workstation		"This Custom Mobile Workstation combines the 17.3in ZBook 17 G4 Custom Mobile Workstation with 64GB of 2400 MHz DDR4 RAM in a 4 x 16GB configuration and installation services.HP 17.3in ZBook 17 G4 Mobile WorkstationMade for mobile creative and design professionals with demanding projects, the 17.3in ZBook 17 G4 Mobile Workstation from HP provides desktop workstation power, performance, and expandability in a device designed for the road. This system is powered by a 2.9 GHz Intel Core i7-7820HQ Quad-Core processor which allows you to run multiple applications simultaneously. If you need more power, the system can be overclocked to 3.9 GHz using Intel Turbo Boost 2.0 technology. The 16GB of 2400 MHz DDR4 RAM helps to ensure smooth multitasking and also allows the computer to quickly access frequently used files and programs. The 17.3in UWVA IPS anti-glare display features a Full HD 1920 x 1080 screen resolution that is equipped with LED-backlighting, a 16:9 aspect ratio, 300 cd/m2 brightness, a 600:1 typical contrast ratio, a refresh rate of 60 Hz, 128 ppi, and viewing angles of 85/85/85/85°. The dedicated NVIDIA Quadro P3000 graphics card has 6GB of discrete GDDR5 RAM and delivers a sharp, clear picture. You'll also be able to output video to an external display at resolutions up to 5120 x 2880 using the system's HDMI 1.4, VGA, and dual Thunderbolt 3 ports, the last of which supports DisplayPort 1.2. For long-term storage of your files, this ZBook 17 G4 is equipped with a 1TB 7200 rpm SATA 2.5in / 7mm hard drive, which offers quick access to your data. The hard drive provides maximum transfer speeds of 600 MB/s. If you want to add external storage, optical drives, memory card readers, and more, the ZBook 17 G4 offers two 40 Gb/s Thunderbolt 3 ports that also support 10 Gb/s USB 3.1 Type-C. There are also four 5 Gb/s USB 3.0 ports, with one of these ports doubling as a charging port. Gigabit Ethernet and 802.11ac dual-band Wi-Fi are built-in for wired and wireless networking and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals. Content from memory cards may be accessed via a built-in SD/SDHC/SDXC card reader that supports UHS-II flash media. Other integrated features include a 720p webcam, dual-array microphones, stereo speakers with Bang & Olufsen HD audio, and a smart card reader. The ZBook 17 G4 includes a 200W Slim Smart AC adapter that operates using 100-240 VAC at 47-63 Hz and an HP Long Life 6-cell / 96Wh lithium-ion prismatic battery that lasts for up to 16.9 hours before recharging is required, and typically recharges in 3-5 hours. The installed operating system is Windows 10 Professional (64-bit) and also included is recovery media. Photo is an authorized HP reseller with professional in-house technicians available for upgrades & installations on these workstations and laptops. Built with power and speed in mind, the Z Series is designed to enhance audio and video post-production workflows and more. Each HP Z series workstation or laptop features a range of top-tier processors and large RAM loadouts. The workstations are built with graphics flexibility in mind as well so that the end consumer can configure the graphics options to their needs, and each unit includes a 3/3/3 warranty - 3 years limited warranty for parts, 3 years limited warranty for labor, and 3 years of repairs performed at customer site for those parts not eligible for Customer Self Repair (CSR). For 24/7 customer service, please call 1-866-625-1175.3 x Crucial 16GB DDR4 2400 MHz SO-DIMM Memory ModuleThe 16GB DDR4 2400 MHz SO-DIMM Memory Module from Crucial provides a capacity of 16GB for notebooks as well as most NUCs. This RAM chip is compatible with systems that have a 260-pin slot and support non-ECC, unbuffered DDR4 memory. It features a CAS latency of 17 and a speed of 2400 MHz. With more memory, the computer can better handle demanding applications as well as run multiple programs at the same time. In addition, it operates at 1.2V and offers other energy features to reduce power consumption.Photo Video In-house Memory Installation & Testing ServiceSelect In-house Additional Computer Memory Installation and Testing when you want to do the installation of additional memory - when purchased on the same order of the computer.The Additional Memory Installation and Testing is done by a certified technician in our Computer Service Center, so that it is assured that the original manufacturer's warranty on the computer continues on throughout the warranty period.This item doesn't include software installation. If you also need software installation use item code # BHWEBPCC."		1.90782E+11	HEZB17G4NL4T	1656.26	EUR
sdicraft_576	cluster_22208	6	HP 17.3in ZBook 17 G4 Custom Mobile Workstation		"This Custom Mobile Workstation combines the 17.3in ZBook 17 G4 Custom Mobile Workstation with 64GB of 2400 MHz DDR4 RAM in a 4 x 16GB configuration, a 512GB Z Turbo Drive PCIe M.2 SSD, two 1TB SATA III 2.5in internal SSDs, and installation services. Please Note: During the building process, certain components from the base machine have been removed. These original components will be included in the box as a courtesy and are not needed for the system to function as intended. The product description above refers only to the parts installed in the final system.HP 17.3in ZBook 17 G4 Mobile WorkstationMade for mobile creative and design professionals with demanding projects, the 17.3in ZBook 17 G4 Mobile Workstation from HP provides desktop workstation power, performance, and expandability in a device designed for the road. This system is powered by a 2.9 GHz Intel Core i7-7820HQ Quad-Core processor which allows you to run multiple applications simultaneously. If you need more power, the system can be overclocked to 3.9 GHz using Intel Turbo Boost 2.0 technology. The 16GB of 2400 MHz DDR4 RAM helps to ensure smooth multitasking and also allows the computer to quickly access frequently used files and programs. The 17.3in UWVA IPS anti-glare display features a Full HD 1920 x 1080 screen resolution that is equipped with LED-backlighting, a 16:9 aspect ratio, 300 cd/m2 brightness, a 600:1 typical contrast ratio, a refresh rate of 60 Hz, 128 ppi, and viewing angles of 85/85/85/85°. The dedicated NVIDIA Quadro P3000 graphics card has 6GB of discrete GDDR5 RAM and delivers a sharp, clear picture. You'll also be able to output video to an external display at resolutions up to 5120 x 2880 using the system's HDMI 1.4, VGA, and dual Thunderbolt 3 ports, the last of which supports DisplayPort 1.2. For long-term storage of your files, this ZBook 17 G4 is equipped with a 1TB 7200 rpm SATA 2.5in / 7mm hard drive, which offers quick access to your data. The hard drive provides maximum transfer speeds of 600 MB/s. If you want to add external storage, optical drives, memory card readers, and more, the ZBook 17 G4 offers two 40 Gb/s Thunderbolt 3 ports that also support 10 Gb/s USB 3.1 Type-C. There are also four 5 Gb/s USB 3.0 ports, with one of these ports doubling as a charging port. Gigabit Ethernet and 802.11ac dual-band Wi-Fi are built-in for wired and wireless networking and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals. Content from memory cards may be accessed via a built-in SD/SDHC/SDXC card reader that supports UHS-II flash media. Other integrated features include a 720p webcam, dual-array microphones, stereo speakers with Bang & Olufsen HD audio, and a smart card reader. The ZBook 17 G4 includes a 200W Slim Smart AC adapter that operates using 100-240 VAC at 47-63 Hz and an HP Long Life 6-cell / 96Wh lithium-ion prismatic battery that lasts for up to 16.9 hours before recharging is required, and typically recharges in 3-5 hours. The installed operating system is Windows 10 Professional (64-bit) and also included is recovery media. Photo is an authorized HP reseller with professional in-house technicians available for upgrades & installations on these workstations and laptops. Built with power and speed in mind, the Z Series is designed to enhance audio and video post-production workflows and more. Each HP Z series workstation or laptop features a range of top-tier processors and large RAM loadouts. The workstations are built with graphics flexibility in mind as well so that the end consumer can configure the graphics options to their needs, and each unit includes a 3/3/3 warranty - 3 years limited warranty for parts, 3 years limited warranty for labor, and 3 years of repairs performed at customer site for those parts not eligible for Customer Self Repair (CSR). For 24/7 customer service, please call 1-866-625-1175.HP 512GB Z Turbo Drive PCIe M.2 Internal SSDThe 512GB Z Turbo Drive PCIe M.2 Internal SSD from HP provides users with 512GB of storage for their compatible system. This SSD utilizes MLC NAND, an M.2 2280 form factor, a PCIe Gen 3.0 x4 interface, and can achieve maximum sequential write speeds of up to 1,600 MB/s and maximum sequential read speeds of up to 2,260 MB/s. When compared to a SATA SSD, its PCIe interface allows it to operate with faster data transfer speeds.2 x SanDisk 1TB 3D SATA III 2.5in Internal SSDDesigned for use as a startup drive, the 1TB 3D SATA III 2.5in Internal SSD from SanDisk provides faster system boots and helps enable faster gaming and graphics performance compared to a traditional HDD. It has a storage capacity of up to 1TB, is equipped with a SATA III 6 Gb/s interface, and fits into your system's 2.5in / 7mm drive bay. In terms of speed, this drive offers sequential write speeds of up to 530 MB/s, sequential read speeds of up to 560 MB/s, random writes of up to 84,000 IOPS, and random reads of up to 95,000 IOPS 3D NAND and nCache 2.0 technology. With solid-state drive technology you benefit from load and access times for your files and programs that are faster than a conventional 7200 rpm hard drive. As SSDs have no moving parts, they are also more durable than traditional hard drives and are better protected against damage from drops and bumps. Having no moving parts also means that SSDs receive less wear and tear, as there are no read or write heads for the drive media to come into contact with. SSDs also help to deliver improved battery life and cooler operating temperatures. SanDisk's 1TB 3D SATA III 2.5in Internal SSD offers their SSD Dashboard, which is available as a free download, and helps users to monitor their drive's health. Protection is provided by a limited 3-year warranty, or an endurance rating of up to 400 Total Bytes Written (TBW), whichever comes first.3 x Crucial 16GB DDR4 2400 MHz SO-DIMM Memory ModuleThe 16GB DDR4 2400 MHz SO-DIMM Memory Module from Crucial provides a capacity of 16GB for notebooks as well as most NUCs. This RAM chip is compatible with systems that have a 260-pin slot and support non-ECC, unbuffered DDR4 memory. It features a CAS latency of 17 and a speed of 2400 MHz. With more memory, the computer can better handle demanding applications as well as run multiple programs at the same time. In addition, it operates at 1.2V and offers other energy features to reduce power consumption."		1.90782E+11	HEZB17G4NL4S	2107.1	EUR
sdicraft_68	cluster_22439	7	Apple 12in MacBook (Mid 2017 Space Gray)		"With a Retina display and a thin, lightweight design, the space gray mid 2017 Apple 12in MacBook provides both portability and performance. Measuring just 0.5in (13.1mm) thin and weighing only 2 pounds, the MacBook is compact yet still has a premium feel, thanks to its unibody design.; The MacBook features a 12in Retina display with 16:10 aspect ratio and 2304 x 1440 native resolution, which results in 226 pixels per inch (ppi). The display also has 178-wide viewing angles. To deliver the total Retina experience on the MacBook, Apple redesigned the pixels to create a larger aperture, allowing more light to pass through. This enabled Apple to use LED backlighting that's 30 percent more energy efficient than the displays on other Mac notebooks with no loss in brightness.; Inside the MacBook you'll find the 7th Gen Kaby Lake Intel Core m3 processor, which is designed with 14-nanometer process technology. This means that the chip is packed with more transistors than the previous generation, for higher density and more efficient performance. Since the Intel Core m3 generates less heat, Apple is able to omit the fan. Instead, the logic board, which is 67% smaller than the one in the 11in MacBook Air, is seated on top of an anisotropic graphite sheet, which helps disperse any heat that is generated out, to the sides. No fan also means the MacBook will be virtually silent. Even with its miniaturized internal components, the MacBook has an impressive capacity, featuring 8GB of fast, power-efficient 1866 MHz LPDDR3 onboard RAM and 256GB of PCIe-based flash storage.; Since the logic board is much smaller and there is no fan, Apple decided to use the remaining space in the MacBook to install a custom battery. The result is 35 percent more battery capacity than before, which adds up to 10 hours of web browsing and up to 12 hours of iTunes movie playback (battery life may vary depending on usage).; In order to maintain its thin and light design, the MacBook features a universal connectivity standard that combines the essential functions you need every day in one dynamic port. The USB Type-C port offers charging, quick USB 3.0 data transfer for connecting to external devices and peripherals, and video output that supports HDMI, VGA, and Mini DisplayPort connections. It is all in a reversible design that's one-third the size of the current USB port.; The Force Touch trackpad features Taptic Engine, which provides a click sensation when you press anywhere on the surface. The sensory capabilities of the Force Touch trackpad allow you to tell your MacBook what you want it to do, based on subtle differences in the amount of pressure you apply as well as providing haptic feedback.; The MacBook also embraces 802.11ac Wi-Fi for fast wireless Internet access. It also has Bluetooth 4.0 technology, which allows you to connect wirelessly to supported peripherals and accessories."	1.90198E+11	MNYF2LLA	APMNYF2LLA	805.61	EUR
techcrave_104	cluster_22304	7	HP 4HZ54UTABA SBUY EB755G5/R7-2700U/15/8GB/256GB	HP		1.92546E+11				
techcrave_106	cluster_22560	9	HP 4JB90UTABA SBUY EB745G5/R7-2700U/14/8GB/256GB	HP		1.92546E+11				
techcrave_107	cluster_22541	9	HP 4JB95UTABA SBUY EB745G5/R7-2700U/14/8GB/256GB	HP		1.92546E+11				
techcrave_135	cluster_22204	6	HP V1H59UTABA SBUY 15U I5-6200U 15.6 4GB/500	HP		8.89895E+11				
techcrave_137	cluster_22568	10	HP V1P79UTABA SBUY 650/i5-6300U/15.6/8GB/500GB	HP		8.89895E+11				
techcrave_138	cluster_22484	8	HP V1P90UTABA SBUY 1040/I5-6200U/14.0/8GB/256GB	HP		8.89899E+11				
techcrave_146	cluster_22238	6	HP Z2A00UTABA SBUY ELITE 1040 G3/I5-6200U/14.0/8GB/256	HP		1.90781E+11				
techcrave_152	cluster_22378	7	ACER NX.GSWAA.001 ASPIRE 5 A517-51-568Y	ACER		1.91114E+11				
techcrave_153	cluster_22328	7	ACER NX.GTCAA.018 ASPIRE 5 A515-51G-5067	ACER		1.91115E+11				
techcrave_16	cluster_22602	14	HP 1GE40UTABA SBUY 840/I5-7200U/14.0/8GB/256GB	HP		1.90781E+11				
techcrave_165	cluster_22587	13	ASUS UX331UA-DS71 GOLD METALNO TOUCH SCREEN13.3 FHD (1920	ASUS		1.92876E+11				
techcrave_167	cluster_22561	9	ASUS UX550VE-DB71T Touch Zenbook Pro Channel MAPP	ASUS		8.8935E+11				
techcrave_1674	cluster_21909	7	ACER NT.LDTAA.002 SW512-52P-35RA 12 Win10Pro i3	ACER		1.91115E+11				
techcrave_1704	cluster_22175	6	ACER NX.H0DAA.001 Swift 5 SF514-52TP-52LH Notebook	ACER		1.91115E+11				
techcrave_177	cluster_22508	8	LENOVO 20HK0013US P71WIN10PI78GB500GB3YR	LENOVO		1.91377E+11				
techcrave_1779	cluster_22278	6	ASUS E402WA-WH21 AMD Quad Core E2-6110 1.5GHz	ASUS		8.8935E+11				
techcrave_1788	cluster_22161	8	ASUS F542UA-DH71 INTEL CORE I7 7500U 2.7GHZ	ASUS		8.8935E+11				
techcrave_1806	cluster_22221	6	ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz	ASUS		8.8935E+11				
techcrave_1812	cluster_22303	7	ASUS GL703GM-DS74 Intel Core i7-8750H 2.2GHz	ASUS		8.8935E+11				
techcrave_1813	cluster_22544	9	ASUS GL703GS-DS74 INTEL CORE I7-8750H 2.2GHZ (TURBO UP TO	ASUS		8.8935E+11				
techcrave_1817	cluster_22515	8	ASUS GM501GS-XS74 Intel Core i7-8750H 2.2GHz	ASUS		8.8935E+11				
techcrave_1830	cluster_21682	6	ASUS P2540UB-XB51 Black 15.6 FHD (19201080) matte	ASUS		1.92876E+11				
techcrave_1831	cluster_22493	8	ASUS P5440UF-XB74 GREYNO TOUCH SCREEN14.0 FHD (19201080)	ASUS		1.92876E+11				
techcrave_184	cluster_22603	14	LENOVO 20KF0020US X280TouchW10Pi78G256G3yr	LENOVO		1.92159E+11				
techcrave_1852	cluster_22469	8	ASUS S510UA-DS71 Intel Core i7-8550U 1.8GHz	ASUS		8.8935E+11				
techcrave_1857	cluster_21902	7	ASUS S530UA-DB51-RD VBOOK 15.6 INCH/I5-8250U/8GB	ASUS		8.8935E+11				
techcrave_1886	cluster_22461	9	ASUS UX461UA-DS51T INTEL CORE I5-8250U 1.6GHZ	ASUS		8.8935E+11				
techcrave_1889	cluster_22597	11	ASUS UX490UA-XH74-BL INTEL CORE I7 8550U 1.8GHZ	ASUS		8.8935E+11				
techcrave_1899	cluster_22377	7	ASUS X540UA-DB51 DARK BROWN/GOLDNO TOUCH SCREEN15.6 FHD	ASUS		8.8935E+11				
techcrave_1900	cluster_22370	7	ASUS X540UA-DB71 DARK BROWN/GOLD NOTOUCHSCREEN 15.6 FHD	ASUS		1.92876E+11				
techcrave_1902	cluster_22401	7	ASUS X540YA-DB02 CHOCOLATE BLACK/GOLDNO TOUCH SCREEN15.6	ASUS		1.92876E+11				
techcrave_1963	cluster_22219	6	DELL 6J9XN LATITUDE 5490 COREI58-8250U4GB 1DIMMS500	DELL		8.84116E+11				
techcrave_198	cluster_22520	18	LENOVO 20KN008GUS E480W10PI34GB500GB1YR	LENOVO		1.92651E+11				
techcrave_2	cluster_22298	7	HP 1BS49UTABA SBUY 850 G4/i5-7300U/15.6/8GB/256GB	HP		1.90781E+11				
techcrave_205	cluster_21494	10	LENOVO 20KS008JUS E580W10Pi34GB500GB1YR	LENOVO		1.92651E+11				
techcrave_209	cluster_22603	14	LENOVO 20L5000UUS T480W10Pi78G256G3yr	LENOVO		1.9233E+11				
techcrave_2119	cluster_22237	6	DELL J350V LATITUDE 7480 14IN FHD I5-7300U	DELL		8.84116E+11				
techcrave_2124	cluster_22443	9	DELL K7G13 LATITUDE 5590 COREI78-8650U8GB 1DIMMS256	DELL		8.84116E+11				
techcrave_217	cluster_22555	9	LENOVO 20L7001YUS T480sW10Pi716GB512GB3YR	LENOVO		1.92159E+11				
techcrave_2187	cluster_20668	6	DELL T5Y8D LATITUDE 5490 COREI78-8650U8GB 1DIMMS256	DELL		8.84116E+11				
techcrave_219	cluster_22275	6	LENOVO 20L70023US T480sW10Pi78GB256GB3YR	LENOVO		1.92159E+11				
techcrave_2205	cluster_22266	6	DELL W2W1D COREI58-8350U8GB 1DIMMS128GB XSATASSWWAN	DELL		8.84116E+11				
techcrave_23	cluster_22252	6	HP 1NM37UTABA SBUY 1030 G2/I5-7200U/13/8GB/256GB	HP		1.90782E+11				
techcrave_232	cluster_22523	11	LENOVO 20LB0019US P52SW10PI716G1TB3YR	LENOVO		1.9233E+11				
techcrave_24	cluster_22265	6	HP 1NM38UTABA SBUY 1030 G2/i5-7300U/13/8GB/256GB	HP		1.90782E+11				
techcrave_241	cluster_22277	6	LENOVO 20LD001HUS X1Yoga3rdGenW10Pi716G512G3yr	LENOVO		1.9233E+11				
techcrave_242	cluster_22425	7	LENOVO 20LD001KUS X1Yoga3rdGenW10Pi78G256G3yr	LENOVO		1.9233E+11				
techcrave_247	cluster_22217	6	LENOVO 20LH0018US X380YogaW10Pi716GB512GB3YR	LENOVO		1.9233E+11				
techcrave_270	cluster_22136	6	LENOVO 81CA000UUS 15.6 (FHD) TOUCH / CORE I7 8550U / 8GB /	LENOVO		1.92331E+11				
techcrave_273	cluster_22496	9	LENOVO 81D30001US 15.6 (HD) TOUCH / RYZEN 5 2500U / 8GB /	LENOVO		1.92331E+11				
techcrave_278	cluster_22562	12	LENOVO 81EM0008US 14.0 (FHD) TOUCH / CORE I5 8250U / 8GB /	LENOVO		1.92331E+11				
techcrave_29	cluster_22538	9	HP 1NW55UTABA SBUY 250 G6/i5-7200U/4GB/500GB	HP		1.90782E+11				
techcrave_31	cluster_22346	7	HP 1NW57UTABA SBUY 250 G6/I5-7200U/8GB/256GB	HP		1.90782E+11				
techcrave_36	cluster_22345	7	HP 2GZ76UTABA SBUY EBx3601030G2/i5-7300U13/16GB/256GB	HP		1.91628E+11				
techcrave_4	cluster_22512	8	HP 1BS95UTABA SBUY 1030/i5-7200U/13.3/8GB/128GB	HP		1.90781E+11				
techcrave_52	cluster_22291	6	HP 2ST09UTABA SBUY PRO 450G5/I5-8250U/15.6/8GB/256	HP		1.91629E+11				
techcrave_53	cluster_21996	7	HP 2SU15UTABA SBUY PRO 446G5/I5-8250U/14.0/ 8GB/256	HP		1.91629E+11				
techcrave_61	cluster_22043	7	HP 2UA28UTABA SBUY PB470G5/i7-8550U/17/16GB/256GB	HP		1.92018E+11				
techcrave_64	cluster_22467	8	HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB	HP		1.92018E+11				
techcrave_70	cluster_22578	14	HP 2XM87UTABA SBUY EB1040G4/i7-7500U/14/8GB/512GB	HP		1.92018E+11				
techcrave_81	cluster_22586	10	HP 3RF07UTABA SBUY EB840G5/i5-8250U/14/8GB/256GB	HP		1.92545E+11				
techcrave_83	cluster_22516	8	HP 3RS14UTABA SBUY EB850G5/i5-8250U/15/8GB/256GB	HP		1.92545E+11				
techcrave_86	cluster_22222	6	HP 3RS38UTABA SBUY EB850G5/i5-7300U/15/8GB/256GB	HP		1.92545E+11				
techcrave_91	cluster_22152	6	HP 3YE06UTABA SBUY ZBUG5/I5-8350U/8G/256G	HP		1.92545E+11				
techcrave_92	cluster_22191	6	HP 3YE07UTABA SBUY ZBUG5/I7-8550U/8G/256G	HP		1.92545E+11				
techcrave_94	cluster_22134	6	HP 3YE09UTABA SBUY ZBUG5/I7-8650U/8G/256G	HP		1.92545E+11				
truecurate_1	cluster_22536	9	HP 1GE45UT EliteBook 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Silver 	HP		1.90781E+11	1GE45UT			
